""	"X"	"PERSON_ID"	"FIRST_NAME"	"LAST_NAME"	"DISPLAY_FIRST_LAST"	"DISPLAY_LAST_COMMA_FIRST"	"DISPLAY_FI_LAST"	"BIRTHDATE"	"SCHOOL"	"COUNTRY"	"LAST_AFFILIATION"	"HEIGHT"	"WEIGHT"	"SEASON_EXP"	"JERSEY"	"POSITION"	"ROSTERSTATUS"	"TEAM_ID"	"TEAM_NAME"	"TEAM_ABBREVIATION"	"TEAM_CODE"	"TEAM_CITY"	"PLAYERCODE"	"FROM_YEAR"	"TO_YEAR"	"DLEAGUE_FLAG"
"85"	0	134	"Kevin"	"Johnson"	"Kevin Johnson"	"Johnson, Kevin"	"K. Johnson"	"1966-03-04T00:00:00"	"California"	"US"	"California/US"	"6-1"	190	11	"7"	"Guard"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"HISTADD_kevin_johnson"	1987	1999	"N"
"86"	0	136	"P.J."	"Brown"	"P.J. Brown"	"Brown, P.J."	"P. Brown"	"1969-10-14T00:00:00"	"Louisiana Tech"	"US"	"Louisiana Tech/US"	"6-11"	239	14	"93"	"Forward-Center"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"pj_brown"	1993	2007	"N"
"87"	0	137	"Vernon"	"Maxwell"	"Vernon Maxwell"	"Maxwell, Vernon"	"V. Maxwell"	"1965-09-12T00:00:00"	"Florida"	"US"	"Florida/US"	"6-4"	190	12	"3"	"Guard"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"HISTADD_vernon_maxwell"	1988	2000	"N"
"88"	0	138	"Anthony"	"Avent"	"Anthony Avent"	"Avent, Anthony"	"A. Avent"	"1969-10-18T00:00:00"	"Seton Hall"	"US"	"Seton Hall/US"	"6-9"	240	5	"30"	"Center"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"HISTADD_anthony_avent"	1992	1999	"N"
"89"	0	140	"Donald"	"Royal"	"Donald Royal"	"Royal, Donald"	"D. Royal"	"1966-05-22T00:00:00"	"Notre Dame"	"US"	"Notre Dame/US"	"6-8"	218	7	"5"	"Forward"	"Active"	1610612766	"Hornets"	"CHH"	"hornets"	"Charlotte"	"HISTADD_donald_royal"	1989	1997	"N"
"90"	0	141	"Anthony"	"Tucker"	"Anthony Tucker"	"Tucker, Anthony"	"A. Tucker"	"1969-04-04T00:00:00"	"Wake Forest"	"US"	"Wake Forest/US"	"6-8"	220	0	"21"	"Forward"	"Active"	1610612764	"Bullets"	"WAS"	"wizards"	"Washington"	"HISTADD_anthony_tucker"	1994	1994	"N"
"91"	0	143	"Terry"	"Dehere"	"Terry Dehere"	"Dehere, Terry"	"T. Dehere"	"1971-09-12T00:00:00"	"Seton Hall"	"US"	"Seton Hall/US"	"6-4"	190	5	"24"	"Guard"	"Active"	1610612763	"Grizzlies"	"VAN"	"grizzlies"	"Vancouver"	"HISTADD_terry_dehere"	1993	1998	"N"
"92"	0	145	"Tracy"	"Murray"	"Tracy Murray"	"Murray, Tracy"	"T. Murray"	"1971-07-25T00:00:00"	"UCLA"	"US"	"UCLA ''93/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"tracy_murray"	1992	2003	"N"
"93"	0	146	"Jud"	"Buechler"	"Jud Buechler"	"Buechler, Jud"	"J. Buechler"	"1968-06-19T00:00:00"	"Arizona"	"US"	"Arizona/US"	"6-6"	228	11	"30"	"Guard-Forward"	"Active"	1610612753	"Magic"	"ORL"	"magic"	"Orlando"	"HISTADD_jud_buechler"	1990	2001	"N"
"94"	0	147	"Jalen"	"Rose"	"Jalen Rose"	"Rose, Jalen"	"J. Rose"	"1973-01-30T00:00:00"	"Michigan"	"US"	"Michigan/US"	"6-8"	215	12	"8"	"Guard-Forward"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"jalen_rose"	1994	2006	"N"
"95"	0	149	"Michael"	"Adams"	"Michael Adams"	"Adams, Michael"	"M. Adams"	"1963-01-19T00:00:00"	"Boston College"	"US"	"Boston College/US"	"5-10"	165	10	"23"	"Guard"	"Active"	1610612766	"Hornets"	"CHH"	"hornets"	"Charlotte"	"HISTADD_michael_adams"	1985	1995	"N"
"96"	0	154	"Adrian"	"Caldwell"	"Adrian Caldwell"	"Caldwell, Adrian"	"A. Caldwell"	"1966-07-04T00:00:00"	"Lamar"	"US"	"Navarro Coll. TX (J.C.); Southern Methodist; Lamar"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_adrian_caldwell"	1989	1997	"N"
"97"	0	156	"Antoine"	"Carr"	"Antoine Carr"	"Carr, Antoine"	"A. Carr"	"1961-07-23T00:00:00"	"Wichita State"	"US"	"Wichita State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_antoine_carr"	1984	1999	"N"
"98"	0	157	"Derek"	"Harper"	"Derek Harper"	"Harper, Derek"	"D. Harper"	"1961-10-13T00:00:00"	"Illinois"	"US"	"Illinois/US"	"6-4"	206	15	"12"	"Guard"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"HISTADD_derek_harper"	1983	1998	"N"
"99"	0	160	"Tim"	"Breaux"	"Tim Breaux"	"Breaux, Tim"	"T. Breaux"	"1970-09-19T00:00:00"	"Wyoming"	"US"	"Wyoming/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_tim_breaux"	1994	1997	"N"
"100"	0	164	"Chris"	"Childs"	"Chris Childs"	"Childs, Chris"	"C. Childs"	"1967-11-20T00:00:00"	"Boise State"	"US"	"Boise State ''89/US"	"6-3"	195	8	""	"Guard"	"Active"	1610612751	"Nets"	"NJN"	"nets"	"New Jersey"	"HISTADD_chris_childs"	1994	2002	"N"
"101"	0	165	"Hakeem"	"Olajuwon"	"Hakeem Olajuwon"	"Olajuwon, Hakeem"	"H. Olajuwon"	"1963-01-21T00:00:00"	"Houston"	"Nigeria"	"Houston ''84/Nigeria"	"7-0"	255	18	"34"	"Center"	"Active"	1610612761	"Raptors"	"TOR"	"raptors"	"Toronto"	"HISTADD_hakeem_olajuwon"	1984	2002	"N"
"102"	0	166	"Ron"	"Harper"	"Ron Harper"	"Harper, Ron"	"R. Harper"	"1964-01-20T00:00:00"	"Miami, Ohio"	"US"	"Miami (Ohio)/US"	"6-6"	215	14	"4"	"Guard"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"HISTADD_ron_harper"	1986	2000	"N"
"103"	0	168	"Chris"	"Mills"	"Chris Mills"	"Mills, Chris"	"C. Mills"	"1970-01-25T00:00:00"	"Arizona"	"US"	"Arizona ''93/US"	"6-7"	220	9	"34"	"Forward"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"chris_mills"	1993	2002	"N"
"104"	0	170	"Joe"	"Kleine"	"Joe Kleine"	"Kleine, Joe"	"J. Kleine"	"1962-01-04T00:00:00"	"Arkansas"	"US"	"Notre Dame; Arkansas/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_joe_kleine"	1985	1999	"N"
"105"	0	173	"Keith"	"Askins"	"Keith Askins"	"Askins, Keith"	"K. Askins"	"1967-12-15T00:00:00"	"Alabama"	"US"	"Alabama/US"	"6-8"	215	8	"2"	"Forward-Guard"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"HISTADD_keith_askins"	1990	1998	"N"
"106"	0	174	"John"	"Battle"	"John Battle"	"Battle, John"	"J. Battle"	"1962-11-09T00:00:00"	"Rutgers"	"US"	"Rutgers/US"	"6-2"	175	9	"10"	"Guard"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"HISTADD_john_battle"	1985	1994	"N"
"107"	0	175	"Alton"	"Lister"	"Alton Lister"	"Lister, Alton"	"A. Lister"	"1958-10-01T00:00:00"	"Arizona State"	"US"	"San Jacinto Coll. TX (J.C.); Arizona State/US"	"7-0"	245	15	"53"	"Center-Forward"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"HISTADD_alton_lister"	1981	1997	"N"
"108"	0	176	"Antonio"	"Harvey"	"Antonio Harvey"	"Harvey, Antonio"	"A. Harvey"	"1970-07-06T00:00:00"	"Pfeiffer"	"US"	"Pfeiffer ''93/US"	"6-11"	250	7	"4"	"Forward-Center"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"HISTADD_antonio_harvey"	1993	2002	"N"
"109"	0	177	"Muggsy"	"Bogues"	"Muggsy Bogues"	"Bogues, Muggsy"	"M. Bogues"	"1965-01-09T00:00:00"	"Wake Forest"	"US"	"Wake Forest/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_muggsy_bogues"	1987	2000	"N"
"110"	0	178	"Olden"	"Polynice"	"Olden Polynice"	"Polynice, Olden"	"O. Polynice"	"1964-11-21T00:00:00"	"Virginia"	"US"	"Virginia ''86/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"olden_polynice"	1987	2003	"N"
"111"	0	179	"Bryant"	"Stith"	"Bryant Stith"	"Stith, Bryant"	"B. Stith"	"1970-12-10T00:00:00"	"Virginia"	"US"	"Virginia ''92/US"	"6-5"	210	10	"23"	"Guard"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"HISTADD_bryant_stith"	1992	2002	"N"
"112"	0	180	"John"	"Crotty"	"John Crotty"	"Crotty, John"	"J. Crotty"	"1969-07-15T00:00:00"	"Virginia"	"US"	"Virginia/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_john_crotty"	1992	2002	"N"
"113"	0	181	"Kenny"	"Smith"	"Kenny Smith"	"Smith, Kenny"	"K. Smith"	"1965-03-08T00:00:00"	"North Carolina"	"US"	"North Carolina/US"	"6-3"	170	9	"30"	"Guard"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"HISTADD_kenny_smith"	1987	1996	"N"
"114"	0	182	"Billy"	"Owens"	"Billy Owens"	"Owens, Billy"	"B. Owens"	"1969-05-01T00:00:00"	"Syracuse"	"US"	"Syracuse ''92/US"	"6-9"	225	10	"2"	"Forward-Guard"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"HISTADD_billy_owens"	1991	2002	"N"
"115"	0	183	"Bison"	"Dele"	"Bison Dele"	"Dele, Bison"	"B. Dele"	"1969-04-06T00:00:00"	"Arizona"	"US"	"Maryland; Arizona/US"	"6-11"	260	7	"8"	"Center-Forward"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_bison_dele"	1991	1998	"N"
"116"	0	184	"Bobby"	"Phills"	"Bobby Phills"	"Phills, Bobby"	"B. Phills"	"1969-12-20T00:00:00"	"Southern U."	"US"	"Southern University/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_bobby_phills"	1991	1999	"N"
"117"	0	185	"Chris"	"Webber"	"Chris Webber"	"Webber, Chris"	"C. Webber"	"1973-03-01T00:00:00"	"Michigan"	"US"	"Michigan/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"chris_webber"	1993	2007	"N"
"118"	0	187	"Terry"	"Cummings"	"Terry Cummings"	"Cummings, Terry"	"T. Cummings"	"1961-03-15T00:00:00"	"DePaul"	"US"	"DePaul/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_terry_cummings"	1982	1999	"N"
"119"	0	189	"B.J."	"Tyler"	"B.J. Tyler"	"Tyler, B.J."	"B. Tyler"	"1971-04-30T00:00:00"	"Texas"	"US"	"DePaul; Texas/US"	"6-1"	185	0	"1"	"Guard"	"Active"	1610612755	"76ers"	"PHL"	"sixers"	"Philadelphia"	"HISTADD_bj_tyler"	1994	1994	"N"
"120"	0	190	"Duane"	"Causwell"	"Duane Causwell"	"Causwell, Duane"	"D. Causwell"	"1968-05-31T00:00:00"	"Temple"	"US"	"Temple ''90/US"	"7-0"	255	11	""	"Center"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"HISTADD_duane_causwell"	1990	2002	"N"
"121"	0	192	"Dennis"	"Scott"	"Dennis Scott"	"Scott, Dennis"	"D. Scott"	"1968-09-05T00:00:00"	"Georgia Tech"	"US"	"Georgia Tech/US"	"6-8"	229	9	"9"	"Forward"	"Active"	1610612763	"Grizzlies"	"VAN"	"grizzlies"	"Vancouver"	"HISTADD_dennis_scott"	1990	1999	"N"
"122"	0	193	"Anthony"	"Mason"	"Anthony Mason"	"Mason, Anthony"	"A. Mason"	"1966-12-14T00:00:00"	"Tennessee State"	"US"	"Tennessee State ''88/US"	"6-8"	255	12	"17"	"Forward"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"anthony_mason"	1989	2002	"N"
"123"	0	194	"Anthony"	"Bowie"	"Anthony Bowie"	"Bowie, Anthony"	"A. Bowie"	"1963-11-09T00:00:00"	"Oklahoma"	"US"	"Seminole JC OK; Oklahoma/US"	"6-6"	200	6	"13"	"Guard"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"HISTADD_anthony_bowie"	1988	1997	"N"
"124"	0	195	"Lee"	"Mayberry"	"Lee Mayberry"	"Mayberry, Lee"	"L. Mayberry"	"1970-06-12T00:00:00"	"Arkansas"	"US"	"Arkansas/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_lee_mayberry"	1992	1998	"N"
"125"	0	197	"Scott"	"Burrell"	"Scott Burrell"	"Burrell, Scott"	"S. Burrell"	"1971-01-12T00:00:00"	"Connecticut"	"US"	"Connecticut/US"	"6-7"	218	7	"2"	"Guard"	"Active"	1610612766	"Hornets"	"CHH"	"hornets"	"Charlotte"	"HISTADD_scott_burrell"	1993	2000	"N"
"126"	0	198	"Danny"	"Ferry"	"Danny Ferry"	"Ferry, Danny"	"D. Ferry"	"1966-10-17T00:00:00"	"Duke"	"US"	"Duke ''89/US"	"6-10"	235	12	"35"	"Forward"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"danny_ferry"	1990	2002	"N"
"127"	0	199	"Reggie"	"Williams"	"Reggie Williams"	"Williams, Reggie"	"R. Williams"	"1964-03-05T00:00:00"	"Georgetown"	"US"	"Georgetown/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_reggie_williams"	1987	1996	"N"
"128"	0	201	"Chris"	"Dudley"	"Chris Dudley"	"Dudley, Chris"	"C. Dudley"	"1965-02-22T00:00:00"	"Yale"	"US"	"Yale ''87/US"	"6-11"	260	15	"14"	"Center"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"chris_dudley"	1987	2002	"N"
"129"	0	202	"Gary"	"Grant"	"Gary Grant"	"Grant, Gary"	"G. Grant"	"1965-04-21T00:00:00"	"Michigan"	"US"	"Michigan/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_gary_grant"	1988	2000	"N"
"130"	0	203	"Nate"	"McMillan"	"Nate McMillan"	"McMillan, Nate"	"N. McMillan"	"1964-08-03T00:00:00"	"North Carolina State"	"US"	"Chowan Coll. NC; North Carolina State/US"	"6-5"	210	11	"10"	"Guard-Forward"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"HISTADD_nate_mcmillan"	1986	1997	"N"
"131"	0	204	"Jeff"	"Hornacek"	"Jeff Hornacek"	"Hornacek, Jeff"	"J. Hornacek"	"1963-05-03T00:00:00"	"Iowa State"	"US"	"Iowa State/US"	"6-4"	190	13	"14"	"Guard"	"Active"	1610612762	"Jazz"	"UTA"	"jazz"	"Utah"	"HISTADD_jeff_hornacek"	1986	1999	"N"
"132"	0	208	"Sam"	"Cassell"	"Sam Cassell"	"Cassell, Sam"	"S. Cassell"	"1969-11-18T00:00:00"	"Florida State"	"US"	"Florida State/US"	"6-3"	185	14	"28"	"Guard"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"sam_cassell"	1993	2007	"N"
"133"	0	209	"Dell"	"Curry"	"Dell Curry"	"Curry, Dell"	"D. Curry"	"1964-06-25T00:00:00"	"Virginia Tech"	"US"	"Virginia Tech/US"	"6-5"	205	15	"30"	"Guard-Forward"	"Active"	1610612761	"Raptors"	"TOR"	"raptors"	"Toronto"	"HISTADD_dell_curry"	1986	2001	"N"
"134"	0	210	"Terrell"	"Brandon"	"Terrell Brandon"	"Brandon, Terrell"	"T. Brandon"	"1970-05-20T00:00:00"	"Oregon"	"US"	"Oregon ''91/US"	"5-11"	173	11	"7"	"Guard"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"terrell_brandon"	1991	2002	"N"
"135"	0	211	"Eric"	"Mobley"	"Eric Mobley"	"Mobley, Eric"	"E. Mobley"	"1970-02-01T00:00:00"	"Prairie View"	"US"	"Allegany CC MD; Pittsburgh/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_eric_mobley"	1994	1996	"N"
"136"	0	212	"Yinka"	"Dare"	"Yinka Dare"	"Dare, Yinka"	"Y. Dare"	"1972-10-10T00:00:00"	"George Washington"	"US"	"George Washington/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_yinka_dare"	1994	1997	"N"
"137"	0	213	"Antonio"	"Davis"	"Antonio Davis"	"Davis, Antonio"	"A. Davis"	"1968-10-31T00:00:00"	"Texas-El Paso"	"US"	"Texas-El Paso/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"antonio_davis"	1993	2005	"N"
"138"	0	216	"Brian"	"Shaw"	"Brian Shaw"	"Shaw, Brian"	"B. Shaw"	"1966-03-22T00:00:00"	"Cal-Santa Barbara"	"US"	"California-Santa Barbara ''88/US"	"6-6"	200	13	"20"	"Guard"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"brian_shaw"	1988	2002	"N"
"139"	0	219	"Vinny"	"Del Negro"	"Vinny Del Negro"	"Del Negro, Vinny"	"V. Del Negro"	"1966-08-09T00:00:00"	"North Carolina State"	"US"	"North Carolina State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_vinny_del_negro"	1988	2001	"N"
"140"	0	221	"Clar."	"Weatherspoon"	"Clar. Weatherspoon"	"Weatherspoon, Clar."	"C. Weatherspoon"	"1970-09-08T00:00:00"	"Southern Mississippi"	"US"	"Southern Mississippi/US"	"6-7"	270	12	"30"	"Forward"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"clarence_weatherspoon"	1992	2004	"N"
"141"	0	223	"Bill"	"Curley"	"Bill Curley"	"Curley, Bill"	"B. Curley"	"1972-05-29T00:00:00"	"Boston College"	"US"	"Boston College/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_bill_curley"	1994	2000	"N"
"142"	0	224	"Eddie"	"Jones"	"Eddie Jones"	"Jones, Eddie"	"E. Jones"	"1971-10-20T00:00:00"	"Temple"	"US"	"Temple/US"	"6-6"	200	13	"6"	"Guard-Forward"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"eddie_jones"	1994	2007	"N"
"143"	0	226	"Antonio"	"Lang"	"Antonio Lang"	"Lang, Antonio"	"A. Lang"	"1972-05-15T00:00:00"	"Duke"	"US"	"Duke/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_antonio_lang"	1994	1999	"N"
"144"	0	228	"Adam"	"Keefe"	"Adam Keefe"	"Keefe, Adam"	"A. Keefe"	"1970-02-22T00:00:00"	"Stanford"	"US"	"Stanford/US"	"6-9"	230	8	"32"	"Forward"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"HISTADD_adam_keefe"	1992	2000	"N"
"145"	0	229	"James"	"Edwards"	"James Edwards"	"Edwards, James"	"J. Edwards"	"1955-11-22T00:00:00"	"Washington"	"US"	"Washington/US"	"7-1"	252	18	"53"	"Center"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"HISTADD_james_edwards"	1977	1995	"N"
"146"	0	234	"Khalid"	"Reeves"	"Khalid Reeves"	"Reeves, Khalid"	"K. Reeves"	"1972-07-15T00:00:00"	"Arizona"	"US"	"Arizona/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_khalid_reeves"	1994	1999	"N"
"147"	0	236	"Kevin"	"Edwards"	"Kevin Edwards"	"Edwards, Kevin"	"K. Edwards"	"1965-10-30T00:00:00"	"DePaul"	"US"	"Lakeland CC OH; DePaul/US"	"6-3"	210	10	"21"	"Guard"	"Active"	1610612763	"Grizzlies"	"VAN"	"grizzlies"	"Vancouver"	"HISTADD_kevin_edwards"	1988	2000	"N"
"148"	0	238	"Tyrone"	"Hill"	"Tyrone Hill"	"Hill, Tyrone"	"T. Hill"	"1968-03-19T00:00:00"	"Xavier"	"US"	"Xavier (Ohio) ''90/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"tyrone_hill"	1990	2003	"N"
"149"	0	239	"Darrick"	"Martin"	"Darrick Martin"	"Martin, Darrick"	"D. Martin"	"1971-03-06T00:00:00"	"UCLA"	"US"	"UCLA/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"darrick_martin"	1994	2007	"N"
"150"	0	240	"Brooks"	"Thompson"	"Brooks Thompson"	"Thompson, Brooks"	"B. Thompson"	"1970-07-19T00:00:00"	"Oklahoma State"	"US"	"Texas A&M; Oklahoma State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_brooks_thompson"	1994	1997	"N"
"151"	0	241	"Darrin"	"Hancock"	"Darrin Hancock"	"Hancock, Darrin"	"D. Hancock"	"1971-11-03T00:00:00"	"Kansas"	"US"	"Garden City CC KS; Kansas/US"	"6-7"	205	2	"35"	"Forward"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"HISTADD_darrin_hancock"	1994	1996	"N"
"152"	0	243	"Aaron"	"McKie"	"Aaron McKie"	"McKie, Aaron"	"A. McKie"	"1972-10-02T00:00:00"	"Temple"	"US"	"Temple/US"	"6-5"	209	12	"2"	"Guard"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"aaron_mckie"	1994	2006	"N"
"153"	0	244	"Dee"	"Brown"	"Dee Brown"	"Brown, Dee"	"D. Brown"	"1968-11-29T00:00:00"	"Jacksonville State"	"US"	"Jacksonville/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_dee_brown"	1990	2001	"N"
"154"	0	246	"Greg"	"Anderson"	"Greg Anderson"	"Anderson, Greg"	"G. Anderson"	"1964-06-22T00:00:00"	"Houston"	"US"	"Houston/US"	"6-10"	250	9	"0"	"Center-Forward"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"HISTADD_greg_anderson"	1987	1997	"N"
"155"	0	247	"Joe"	"Dumars"	"Joe Dumars"	"Dumars, Joe"	"J. Dumars"	"1963-05-24T00:00:00"	"Mc Neese State"	"US"	"McNeese State/US"	"6-3"	195	13	"4"	"Guard"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_joe_dumars"	1985	1998	"N"
"156"	0	248	"George"	"Lynch"	"George Lynch"	"Lynch, George"	"G. Lynch"	"1970-09-03T00:00:00"	"North Carolina"	"US"	"North Carolina/US"	"6-8"	235	11	"9"	"Forward"	"Active"	1610612740	"Hornets"	"NOH"	"pelicans"	"New Orleans"	"george_lynch"	1993	2004	"N"
"157"	0	251	"Sean"	"Elliott"	"Sean Elliott"	"Elliott, Sean"	"S. Elliott"	"1968-02-02T00:00:00"	"Arizona"	"US"	"Arizona/US"	"6-8"	220	11	"32"	"Forward"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"HISTADD_sean_elliott"	1989	2000	"N"
"158"	0	252	"Karl"	"Malone"	"Karl Malone"	"Malone, Karl"	"K. Malone"	"1963-07-24T00:00:00"	"Louisiana Tech"	"US"	"Louisiana Tech ''86/US"	"6-9"	259	18	"11"	"Forward"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"karl_malone"	1985	2003	"N"
"159"	0	255	"Grant"	"Hill"	"Grant Hill"	"Hill, Grant"	"G. Hill"	"1972-10-05T00:00:00"	"Duke"	"USA"	"Duke/USA"	"6-8"	225	17	"33"	"Forward"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"grant_hill"	1994	2012	"N"
"160"	0	258	"Brian"	"Grant"	"Brian Grant"	"Grant, Brian"	"B. Grant"	"1972-03-05T00:00:00"	"Xavier"	"US"	"Xavier (Ohio)/US"	"6-9"	254	11	"55"	"Forward-Center"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"brian_grant"	1994	2005	"N"
"161"	0	262	"Michael"	"Cage"	"Michael Cage"	"Cage, Michael"	"M. Cage"	"1962-01-28T00:00:00"	"San Diego State"	"US"	"San Diego State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_michael_cage"	1984	1999	"N"
"162"	0	265	"Harvey"	"Grant"	"Harvey Grant"	"Grant, Harvey"	"H. Grant"	"1965-07-04T00:00:00"	"Oklahoma"	"US"	"Clemson; Independence CC KS; Oklahoma/US"	"6-9"	225	10	"44"	"Forward"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"HISTADD_harvey_grant"	1988	1998	"N"
"163"	0	270	"Horace"	"Grant"	"Horace Grant"	"Grant, Horace"	"H. Grant"	"1965-07-04T00:00:00"	"Clemson"	"US"	"Clemson ''87/US"	"6-10"	245	16	"54"	"Center"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"horace_grant"	1987	2003	"N"
"164"	0	271	"Johnny"	"Newman"	"Johnny Newman"	"Newman, Johnny"	"J. Newman"	"1963-11-28T00:00:00"	"Richmond"	"US"	"Richmond/US"	"6-7"	210	15	"2"	"Forward"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"HISTADD_johnny_newman"	1986	2001	"N"
"165"	0	273	"Duane"	"Ferrell"	"Duane Ferrell"	"Ferrell, Duane"	"D. Ferrell"	"1965-02-28T00:00:00"	"Georgia Tech"	"US"	"Georgia Tech/US"	"6-7"	215	10	"33"	"Forward"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"HISTADD_duane_ferrell"	1988	1998	"N"
"166"	0	275	"Allan"	"Houston"	"Allan Houston"	"Houston, Allan"	"A. Houston"	"1971-04-20T00:00:00"	"Tennessee"	"US"	"Tennessee/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"allan_houston"	1993	2004	"N"
"167"	0	278	"Stacey"	"Augmon"	"Stacey Augmon"	"Augmon, Stacey"	"S. Augmon"	"1968-08-01T00:00:00"	"UNLV"	"US"	"Nevada-Las Vegas/US"	"6-8"	213	14	"2"	"Forward-Guard"	"Active"	1610612753	"Magic"	"ORL"	"magic"	"Orlando"	"stacey_augmon"	1991	2005	"N"
"168"	0	279	"Charles"	"Jones"	"Charles Jones"	"Jones, Charles"	"C. Jones"	"1957-04-03T00:00:00"	"Albany State, Ga."	"US"	"Albany State (Ga.)/US"	"6-9"	215	14	"27"	"Forward-Center"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"HISTADD_charles_jones"	1983	1997	"N"
"169"	0	280	"Felton"	"Spencer"	"Felton Spencer"	"Spencer, Felton"	"F. Spencer"	"1968-01-05T00:00:00"	"Louisville"	"US"	"Louisville/US"	"7-0"	290	11	"50"	"Center"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"HISTADD_felton_spencer"	1990	2001	"N"
